corporate_identification_number,company_name,registered_state,date,rank
U01100MH2020PTC336806,CHANDRAMA FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-29,4
U65929MH2020PLN336829,GYANESH INDIA NIDHI LIMITED,Maharashtra,2020-01-29,4
U01100MH2020PTC336842,EKJUT AGRO PRODUCER COMPANY LIMITED,Maharashtra,2020-01-29,4
U65929PN2020PTC189501,REBELHIVE HOLDINGS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U01100PN2020PTC189481,PATHYAM A2 MILK PRODUCER COMPANY LIMITED,Maharashtra,2020-01-29,4
U65990MH2020PLN336832,BHAGYA MANGAL NIDHI LIMITED,Maharashtra,2020-01-29,4
U01100PN2020PTC189488,RUDRA-AYURVEDIC AGROTECH PRIVATE LIMITED,Maharashtra,2020-01-29,4
U65990MH2020PLN336851,AADINATH NIDHI LIMITED,Maharashtra,2020-01-29,4
U24200MH2020PTC336831,MAESTROAK CHEM INDIA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U65990PN2020PLN189464,NEW SAI GOLD NIDHI LIMITED,Maharashtra,2020-01-29,4
U24230PN2020PTC189476,DRIVECURE HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-29,4
U45309MH2020PTC336817,DBUILD INFRA INDIA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U24290MH2020PTC336811,DR.MEHETRE'S LABORATORIES PRIVATELIMITED,Maharashtra,2020-01-29,4
U45400MH2020PTC336837,SHIKARA INFRASTRUCTURES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U70200MH2020PTC336826,KESARWANI REALTY PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72500MH2020PTC336819,ELIXIR SOFTWARE SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-29,4
U70200PN2020PTC189484,BHIMANSI ENTERPRISES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U50200PN2020PTC189496,E-VOLTRIC SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U70200PN2020PTC189487,NESTROV CONSULTING PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72100MH2020PTC336860,POAS TECHNOLOGY PRIVATE LIMITED,Maharashtra,2020-01-29,4
U28999MH2020PTC336816,RUDRALCO EXTRUSION PRIVATE LIMITED,Maharashtra,2020-01-29,4
U29100MH2020PTC336833,CHAWREY AUTOMATION PRIVATE LIMITED,Maharashtra,2020-01-29,4
U29100PN2020PTC189474,FLYBIKE PARTS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U29220PN2020PTC189465,ARMWORTH ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-29,4
U70109MH2020PTC336824,HELLO HOMES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U29268PN2020PTC189466,RNS AUTOMATION AND CONTROLS PRIVATELIMITED,Maharashtra,2020-01-29,4
U29299PN2020PTC189477,PUNE GAS SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U29299PN2020PTC189480,INLOK FASTENERS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U29309MH2020PTC336830,SHREEMAYI ELECTROINFRA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U31100PN2020PTC189472,SHELLGRID AUTOMATION PRIVATE LIMITED,Maharashtra,2020-01-29,4
U31904MH2020PTC336781,DE VOLTRANS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U31909PN2020PTC189495,INSPERON ELECTRONICS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U01404PN2020PTC189492,KRISHI VISION FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-29,4
U01500MH2020PTC336792,MAHAMAULI FARM PRODUCER COMPANY LIMITED,Maharashtra,2020-01-29,4
U24304MH2020PTC336780,SOLIOR HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-29,4
U24304PN2020PTC189499,ORGANIC CULTURE PRIVATE LIMITED,Maharashtra,2020-01-29,4
U25209MH2020PTC336800,MAGNUS HOUSEWARES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U51505PN2020PTC189483,RITZ TRADE IMPEX PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72200MH2020PTC336717,LALA'S FINTECH SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U01100MH2020PTC336721,MAATIMITRA SHETKARI PRODUCER COMPANYLIMITED,Maharashtra,2020-01-28,5
U93090MH2020NPL336748,HAMLA- HUMANITY AND MORALITY LOYALTYASSOCIATION,Maharashtra,2020-01-28,5
U01100MH2020PTC336742,BAKHARDI FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-28,5
U93090MH2020PTC336702,GESELLSCHAFT PRIVATE LIMITED,Maharashtra,2020-01-28,5
U01100PN2020PTC189441,GLOCAL AGROCOM PRIVATE LIMITED,Maharashtra,2020-01-28,5
U93090MH2020PTC336705,HEAVEN AIRCON PRIVATE LIMITED,Maharashtra,2020-01-28,5
U01110MH2020PTC336716,VIVIDHKARYAKARI FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-28,5
U93090MH2020PTC336715,LSMI EDUCATION PRIVATE LIMITED,Maharashtra,2020-01-28,5
U24224MH2020PTC336695,NIVAAN INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U15400MH2020OPC336746,PISOLKAR'S DAIRY & ESSENTIAL OILPRODUCTS (OPC) PRIVATE LIMITED,Maharashtra,2020-01-28,5
U24233MH2020PTC336711,IWS HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-28,5
U63030MH2020PTC336689,GROUND SUPPLIERS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U24290MH2020PTC336734,AUXILIO HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-28,5
U63030MH2020PTC336706,MIGHTY BLUE SHIPPING PRIVATE LIMITED,Maharashtra,2020-01-28,5
U70109PN2020OPC189462,AMRUTTULYA IP (OPC) PRIVATE LIMITED,Maharashtra,2020-01-28,5
U63030PN2020OPC189436,7ORANGE TRAVELS AND SERVICES (OPC)PRIVATE LIMITED,Maharashtra,2020-01-28,5
U70200PN2020OPC189456,HOMELINX PROPERTY MANAGEMENT (OPC)PRIVATE LIMITED,Maharashtra,2020-01-28,5
U63090MH2020PTC336767,ALTROUT MOBILITY PRIVATE LIMITED,Maharashtra,2020-01-28,5
U27320MH2020PTC336737,METGLAZE INDIA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U85300MH2020NPL336713,TRISAMYA FOUNDATION,Maharashtra,2020-01-28,5
U28999MH2020PTC336753,FAB INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U85300MH2020NPL336732,IMPACT WAVES FOUNDATION,Maharashtra,2020-01-28,5
U29110PN2020PTC189446,SONAM INDUSTRIAL CONSULTANTS PRIVATELIMITED,Maharashtra,2020-01-28,5
U85300MH2020NPL336738,WORLD ELECTRONIC SECURITY & SAFETYINDUSTRY ASSOCIATION,Maharashtra,2020-01-28,5
U29150MH2020PTC336730,MAXLOAD INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U85300MH2020NPL336752,WSFS HUMAN RIGHTS AND ANTI CORRUPTIONCOUNCIL,Maharashtra,2020-01-28,5
U70109MH2020PTC336745,H-EMERALD COMMERCIAL OFFICE PRIVATELIMITED,Maharashtra,2020-01-28,5
U85300MH2020PTC336769,JEEVANDAYEE MULTISPECIALITY HOSPITALPRIVATE LIMITED,Maharashtra,2020-01-28,5
U29309PN2020PTC189455,KAY BOUVET HEAVY ENGINEERING PRIVATELIMITED,Maharashtra,2020-01-28,5
U85300PN2020NPL189434,CORPS CONVOY FOUNDATION,Maharashtra,2020-01-28,5
U31900MH2020PTC336722,DHOOT AUTOMOTIVE SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U85300PN2020NPL189447,WAGH EDUCATION FOUNDATION,Maharashtra,2020-01-28,5
U31900PN2020PTC189457,ASIANPLUS ELECTRICALS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U85310MH2020NPL336710,CLIMATE POSITIVE RESOURCE FOUNDATION,Maharashtra,2020-01-28,5
U31904MH2020PTC336736,DHOOT ELECTRICALS SYSTEMS PRIVATELIMITED,Maharashtra,2020-01-28,5
U85310PN2020NPL189454,HASARI FOUNDATION,Maharashtra,2020-01-28,5
U31909MH2020PTC336724,RHOSIGMA ENGINEERING & AUTOMATIONSPRIVATE LIMITED,Maharashtra,2020-01-28,5
U93000MH2020PTC336759,SARA FACILITY MANAGEMENT SERVICESPRIVATE LIMITED,Maharashtra,2020-01-28,5
U31909MH2020PTC336740,REGENTWAY INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U52609MH2020PTC336692,STUPENDOUS CREATIONS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U01400MH2020PTC336698,PURI AGRO PRODUCER COMPANY LIMITED,Maharashtra,2020-01-28,5
U52609MH2020PTC336723,TECHNOSIGNZ CONSULTANCY PRIVATE LIMITED,Maharashtra,2020-01-28,5
U01820MH2020PTC336708,APPASWAMI FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-28,5
U55200MH2020PTC336725,360 ATMOS FOODS AND RESTAURANTS PRIVATELIMITED,Maharashtra,2020-01-28,5
U02000PN2020PTC189439,FRUITVILLA AGRIBUSINESS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U80900PN2020NPL189445,BUDDING TRAILS EDUCATION FOUNDATION,Maharashtra,2020-01-28,5
U24304MH2020PTC336758,ONE4ALL HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-28,5
U85100MH2020PTC336765,AYURTECH BIOHACKERZ PRIVATE LIMITED,Maharashtra,2020-01-28,5
U24304PN2020PTC189458,J. I. POLYFAB PRIVATE LIMITED,Maharashtra,2020-01-28,5
U33119MH2020PTC336743,TECHSET TECHNOLOGY PRIVATE LIMITED,Maharashtra,2020-01-28,5
U25209MH2020PTC336766,MAYURESH AM PRIVATE LIMITED,Maharashtra,2020-01-28,5
U33209MH2020PTC336757,LIFESTANCE HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020OPC336763,ACECORPORATE MANAGEMENT SERVICES (OPC)PRIVATE LIMITED,Maharashtra,2020-01-28,5
U35900PN2020PTC189449,PHINIX SALES & SERVICE PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336688,PULSE AUTOMATION PRIVATE LIMITED,Maharashtra,2020-01-28,5
U40106MH2020PTC336760,SUNSTRENGTH SOLAR PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336694,PRIME SERVICES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U40106MH2020PTC336761,HOLION PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336696,SELLIGION TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U15549MH2020PTC336697,HVC FOODS & BEVERAGES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336700,THESCHELL APPS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U17299MH2020PTC336703,RUIE CLOTHING PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336701,EXCEL SPORTS & ADVENTURES INDIA PRIVATELIMITED,Maharashtra,2020-01-28,5
U51909MH2020PTC336693,WESLEAGUE PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336704,KIRANA DHAMAKA ONLINE AND RETAIL PRIVATELIMITED,Maharashtra,2020-01-28,5
U51909MH2020PTC336726,INHANCE PHARMACEUTICALS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336714,RAV LOGISTICS INDIA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U51909PN2020FTC189452,HENGLI HYDRAULIC INDIA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336735,OLIVIA OVERSEAS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336739,OM SHIV EVENTS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336741,SINIVEK INDIA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336747,BUTTERMILK VILLAGE INDIA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336749,NORTHSTAR LEARNING SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336751,ASIAN CAPITAL MANAGEMENT SERVICESPRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336756,SIMPLIFIED CONSULTING SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-28,5
U74999MH2020PTC336762,ORECA TECHNOLOGY PRIVATE LIMITED,Maharashtra,2020-01-28,5
U65991MH2020PLN336699,KAMLESHWAR URBAN MULTIPLE NIDHI LIMITED,Maharashtra,2020-01-28,5
U65991PN2020PLN189461,KARJAT URBAN NIDHI LIMITED,Maharashtra,2020-01-28,5
U65999MH2020PLN336731,HINGOLI URBAN NIDHI LIMITED,Maharashtra,2020-01-28,5
U66000MH2020PTC336707,ROBERT RODRIGUES INSURANCE SURVEYORS &LOSS ASSESSORS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U72900MH2020OPC336709,ASPIREBIM SOLUTIONS (OPC) PRIVATELIMITED,Maharashtra,2020-01-28,5
U72900MH2020PTC336691,AIRVISION INFINITY PRIVATE LIMITED,Maharashtra,2020-01-28,5
U72900MH2020PTC336719,CODEFLUENCE TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U72900MH2020PTC336720,WECARE BPO PRIVATE LIMITED,Maharashtra,2020-01-28,5
U72900MH2020PTC336770,MYTEK INNOVATIONS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U72900PN2020PTC189448,ABSOLUTE GLOBAL OUTSOURCING PRIVATELIMITED,Maharashtra,2020-01-28,5
U72900PN2020PTC189451,CORNO SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U72900PN2020PTC189453,MD CONSULTANCY SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U73200MH2020FTC336744,ONCOMINE INDIA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74140MH2020PTC336750,TAXAC CONSULTANCY PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74140MH2020PTC336755,FERVID HR SERVICES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74140MH2020PTC336771,FAZAL OVERSEAS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74140PN2020PTC189442,REVIVAL BUSINESS CONSULTANCY PRIVATELIMITED,Maharashtra,2020-01-28,5
U74140PN2020PTC189463,JAI SIYARAM ADVISORY SERVICES PRIVATELIMITED,Maharashtra,2020-01-28,5
U22100MH2020PTC336712,COMPOZO COMMUNICATIONS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U22219MH2020PTC336718,DAARAA ADVANCE MANUFACTURING SOLUTIONSPRIVATE LIMITED,Maharashtra,2020-01-28,5
U24100MH2020PTC336754,SAP CROPSCIENCE PRIVATE LIMITED,Maharashtra,2020-01-28,5
U52190PN2020PTC189435,ALBIZO INTERNET MARKETING PRIVATELIMITED,Maharashtra,2020-01-28,5
U74999PN2020OPC189437,SAI EMPIRE SERVICES (OPC) PRIVATELIMITED,Maharashtra,2020-01-28,5
U74999PN2020PTC189444,PRL MULTIMEDIA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999PN2020PTC189450,BIG VISION INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999PN2020PTC189459,MAISEKAR HOLDINGS PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74999PN2020PTC189460,MACHINTEL MEDIA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U65929MH2020PTC336729,AASHAY FINANCE AND INVESTMENTS PRIVATELIMITED,Maharashtra,2020-01-28,5
U65990MH2020PLN336727,SHREESANT VAMANBHAU URBAN MULTI NIDHILIMITED,Maharashtra,2020-01-28,5
U65990MH2020PTC336733,AAR EM FINANCE AND INVESTMENTS PRIVATELIMITED,Maharashtra,2020-01-28,5
U65990MH2020PTC336768,SKILLWORTH FINANCIAL ADVISORS PRIVATELIMITED,Maharashtra,2020-01-28,5
U45309MH2020PTC336690,DEALBYTES INFRACON PRIVATE LIMITED,Maharashtra,2020-01-28,5
U45309MH2020PTC336728,SAIRENU INFRA PRIVATE LIMITED,Maharashtra,2020-01-28,5
U45309MH2020PTC336764,BPCC PRIVATE LIMITED,Maharashtra,2020-01-28,5
U45309PN2020PTC189438,SHREE BHAVANI CONSTRUCTION & INFRAPRIVATE LIMITED,Maharashtra,2020-01-28,5
U45500PN2020PTC189443,MEGA AUTOBAHN PRIVATE LIMITED,Maharashtra,2020-01-28,5
U74994PN2020PTC189433,RAJAJI SECURITY & CARETAKER PRIVATELIMITED,Maharashtra,2020-01-28,5
U01100MN2020PTC014041,TAMENGLONG FARMERS PRODUCER COMPANYLIMITED,Manipur,2020-01-31,1
U01100MN2020PTC014037,THANGCHING ORGANIC PRODUCER COMPANYLIMITED,Manipur,2020-01-30,2
U67120MN2020PTC014038,BOYO PRIVATE LIMITED,Manipur,2020-01-30,2
U80902MN2020NPL014039,ATHOI RESOURCE FOUNDATION,Manipur,2020-01-30,2
U67110MN2020PLN014040,KANGLEI CITY NIDHI LIMITED,Manipur,2020-01-30,2
U01820MN2020PTC014036,SINLUNG ORGANIC FARMERS PRODUCER COMPANYLIMITED,Manipur,2020-01-29,3
U74999MN2020PTC014035,LINGZEL ENTERPRISES PRIVATE LIMITED,Manipur,2020-01-29,3
U73100MN2020PTC014034,ECLEC DEVELOPMENT ORIENTATION ANDRESEARCH PRIVATE LIMITED,Manipur,2020-01-29,3
U01130MN2020PTC014033,MAIBIA AGROTECH PRIVATE LIMITED,Manipur,2020-01-28,4
U01100MN2020PTC014032,KAOREL AGRO FARMER PRODUCER COMPANYLIMITED,Manipur,2020-01-27,5
U01409MN2020PTC014031,HEERI KONBA HANDICRAFT PRODUCER COMPANYLIMITED,Manipur,2020-01-27,5
U45201ML2020PTC013719,NORTH EASTERN SONS CONSTRUCTIONS PRIVATELIMITED,Meghalaya,2020-01-10,1
U01100ML2019PTC013718,SAWKHER AGRO PRIVATE LIMITED,Meghalaya,2019-12-31,2
U55200ML2019PTC013717,UNTREW MOTEL AND RESTAURANT PRIVATELIMITED,Meghalaya,2019-12-25,3
U93090ML2019PTC013716,ROILANG HOTELS PRIVATE LIMITED,Meghalaya,2019-12-12,4
U14290ML2019PTC013715,MOUNT RIDGE PRIVATE LIMITED,Meghalaya,2019-12-03,5
U55101ML2019PTC013714,MAXIM INFRASTRUCTURE AND REAL ESTATE(SHILLONG) PRIVATE LIMITED,Meghalaya,2019-12-03,5
U72900MZ2019PTC013361,OLSAM ONLINE SERVICES PRIVATE LIMITED,Mizoram,2019-12-03,1
U45309MZ2019PTC013360,SPAN RTA CONSULTANCY PRIVATE LIMITED,Mizoram,2019-11-07,2
U52520MZ2019PTC013359,SHIVEEMA INTERNATIONAL PRIVATE LIMITED,Mizoram,2019-10-23,3
U51909MZ2019OPC013358,NEU BUANSING (OPC) PRIVATE LIMITED,Mizoram,2019-10-19,4
U70109MZ2019PTC013357,KHIANGTE INFRASTRUCTURE PRIVATE LIMITED,Mizoram,2019-10-17,5
U15549NL2020PTC013508,JENELO FOODS PRIVATE LIMITED,Nagaland,2020-01-30,1
U74999NL2020OPC013507,KAPUNU HOME (OPC) PRIVATE LIMITED,Nagaland,2020-01-13,2
U51909NL2020PTC013506,NUH FUTURISTIC PRIVATE LIMITED,Nagaland,2020-01-07,3
U52100NL2020PTC013505,AWESOME BUTCHER PRIVATE LIMITED,Nagaland,2020-01-07,3
U01100NL2019PTC013504,ONGBOU MARKETING AND CONSTRUCTIONPRIVATE LIMITED,Nagaland,2019-12-18,4
U85300NL2019NPL013503,SEITHOGEI FOUNDATION,Nagaland,2019-12-06,5
U01100OR2020PTC032609,MAA SURADEI FARMER PRODUCER COMPANYLIMITED,Orissa,2020-01-31,1
U34100OR2020PTC032610,FRATERNITY TECHNOCRATS PRIVATE LIMITED,Orissa,2020-01-31,1
U36990OR2020PTC032608,T'S ORIGINALS PRIVATE LIMITED,Orissa,2020-01-31,1
U51909OR2020PTC032611,BASUDHAMAX MULTITRADE PRIVATE LIMITED,Orissa,2020-01-31,1
U74999OR2020PTC032612,SAMAYA SECURITY AND INTELLIGENCYSERVICES PRIVATE LIMITED,Orissa,2020-01-31,1
U01111OR2020PTC032603,AUTOSAIDA LAKETECH PRIVATE LIMITED,Orissa,2020-01-30,2
U45200OR2020PTC032607,SRIYAKHUSHI CONSTRUCTION AND ENGINEERINGPRIVATE LIMITED,Orissa,2020-01-30,2
U15400OR2020PTC032605,JAYDURGA CASHEW INDUSTRIES PRIVATELIMITED,Orissa,2020-01-30,2
U55101OR2020PTC032606,BLS SATYAM RESORTS PRIVATE LIMITED,Orissa,2020-01-30,2
U80902OR2020PTC032600,SIDELANCE PRIVATE LIMITED,Orissa,2020-01-30,2
U51909OR2020PTC032601,AZIEL VENTURES PRIVATE LIMITED,Orissa,2020-01-30,2
U74999OR2020PTC032598,LOYOL PHARMACEUTICALS PRIVATE LIMITED,Orissa,2020-01-30,2
U74999OR2020PTC032599,SUNCHAND TECHNICAL PRIVATE LIMITED,Orissa,2020-01-30,2
U74999OR2020PTC032602,ASFALIFE PRIVATE LIMITED,Orissa,2020-01-30,2
U45201OR2020PTC032604,AKB TECHFLOW PRIVATE LIMITED,Orissa,2020-01-30,2
U01100OR2020OPC032597,KATAK KRUSHI KESHARI T20 (OPC) PRIVATELIMITED,Orissa,2020-01-29,3
U01100OR2020PTC032587,JOGESWAR PRODUCER COMPANY LIMITED,Orissa,2020-01-29,3
U01100OR2020PTC032591,LAXMINARAYAN AGRO PRODUCER COMPANYLIMITED,Orissa,2020-01-29,3
U05000OR2020PTC032586,TRISTAR AQUATICS PRIVATE LIMITED,Orissa,2020-01-29,3
U85300OR2020PTC032583,PLP HEALTH CARE PRIVATE LIMITED,Orissa,2020-01-29,3
U36990OR2020OPC032593,AYURINNO LEGACY (OPC) PRIVATE LIMITED,Orissa,2020-01-29,3
U37200OR2020PTC032590,KAINOL TECHNOLOGY SOLUTIONS PRIVATELIMITED,Orissa,2020-01-29,3
U51909OR2020PTC032584,WISDON MINERA PRIVATE LIMITED,Orissa,2020-01-29,3
U51909OR2020PTC032588,RAJESH ISPAT PRIVATE LIMITED,Orissa,2020-01-29,3
U51909OR2020PTC032594,TWIN CITY COMMERCIALS PRIVATE LIMITED,Orissa,2020-01-29,3
U74999OR2020PTC032589,PRATYANGIRA INDUSTRIES PRIVATE LIMITED,Orissa,2020-01-29,3
U74999OR2020PTC032595,EPIC SURPRISES PRIVATE LIMITED,Orissa,2020-01-29,3
U74999OR2020PTC032596,SARVE BHUTI PRIVATE LIMITED,Orissa,2020-01-29,3
U72900OR2020PTC032592,INTENTIT SOLUTIONS AND SERVICES PRIVATELIMITED,Orissa,2020-01-29,3
U22300OR2020PTC032585,TRANSCEND ENTERTAINMENT PRIVATE LIMITED,Orissa,2020-01-29,3
U05000OR2020PTC032580,SAISHANKAR SEA FOODS PRIVATE LIMITED,Orissa,2020-01-28,4
U51909OR2020PTC032577,VIOTONIC PHARMA PRIVATE LIMITED,Orissa,2020-01-28,4
U74999OR2020PTC032575,KINGBUILD VENTURES PRIVATE LIMITED,Orissa,2020-01-28,4
U74999OR2020PTC032576,FASCILITATION VENTURES PRIVATE LIMITED,Orissa,2020-01-28,4
U74999OR2020PTC032582,SAILAXMI SECURITY SERVICES PRIVATELIMITED,Orissa,2020-01-28,4
U45309OR2020PTC032578,MAA KHAMBESWARI ASSOCIATES PRIVATELIMITED,Orissa,2020-01-28,4
U45309OR2020PTC032581,PP REAL ESTATES PRIVATE LIMITED,Orissa,2020-01-28,4
U45400OR2020PTC032574,MANJUSRI INFRASTRUCTURE PRIVATE LIMITED,Orissa,2020-01-28,4
U27203OR2020OPC032566,BISWAKARMA ALUMINIUM (OPC) PRIVATELIMITED,Orissa,2020-01-27,5
U01409OR2020PLC032568,SOUL SOUK ECO ESTATES LIMITED,Orissa,2020-01-27,5
U63030OR2020OPC032573,BUSYPASS GLOBAL SOLUTIONS INDIA (OPC)PRIVATE LIMITED,Orissa,2020-01-27,5
U63090OR2020OPC032567,P2P TOURS (OPC) PRIVATE LIMITED,Orissa,2020-01-27,5
U85300OR2020PTC032569,ANANT SHASHIKALA MEDICAL CARE PRIVATELIMITED,Orissa,2020-01-27,5
U52609OR2020OPC032570,SPSUNWAVE SOLAR (OPC) PRIVATE LIMITED,Orissa,2020-01-27,5
U36996OR2020PTC032572,TAKSH JEWELS PRIVATE LIMITED,Orissa,2020-01-27,5
U72900OR2020PTC032571,QUOTUS SOFTWARE SOLUTIONS PRIVATELIMITED,Orissa,2020-01-27,5
U17299PY2020PTC008517,SHASMR PRINTERS PRIVATE LIMITED,Pondicherry,2020-01-30,1
U15100PY2020PTC008516,SHRI VALLABA VINAYAGAR FOOD PRODUCTSPRIVATE LIMITED,Pondicherry,2020-01-29,2
U72900PY2020PTC008515,FAMPOSO PRVATE LIMITED,Pondicherry,2020-01-28,3
U52396PY2020PTC008514,TAR ECO LIFE PRIVATE LIMITED,Pondicherry,2020-01-28,3
U72200PY2020PTC008512,CRATON COGNITIVE SOLUTIONS PRIVATELIMITED,Pondicherry,2020-01-23,4
U45209PY2020PTC008513,WINPOLY ENTERPRISE PRIVATE LIMITED,Pondicherry,2020-01-23,4
U72900PY2020PTC008511,NZONE SOLUTIONS PRIVATE LIMITED,Pondicherry,2020-01-22,5
U45309PY2020PTC008510,MILLIONNAIREDREAMS PRIVATE LIMITED,Pondicherry,2020-01-22,5
U51909PB2020PTC050712,OM GOLD PRODUCTS PRIVATE LIMITED,Punjab,2020-01-31,1
U51909PB2020PTC050714,MANI SHANKAR STEEL PRIVATE LIMITED,Punjab,2020-01-31,1
U74999PB2020PTC050713,PEPPERCAT GLOBAL VENTURES PRIVATELIMITED,Punjab,2020-01-31,1
U72900PB2020PTC050711,TECHLUR SOFTWARE PRIVATE LIMITED,Punjab,2020-01-31,1
U28996PB2020PTC050705,MARUTI GLOBAL PRIVATE LIMITED,Punjab,2020-01-30,2
U33100PB2020PTC050702,ANDAMAN MEDICAL INDIA PRIVATE LIMITED,Punjab,2020-01-30,2
U93090PB2020PTC050710,RWTEM HEALTH CARE PRIVATE LIMITED,Punjab,2020-01-30,2
U93000PB2020PTC050709,SUPERB RECRUITMENT SOLUTIONS PRIVATELIMITED,Punjab,2020-01-30,2
U80903PB2020PTC050701,PEACEKEEPERS PRIVATE LIMITED,Punjab,2020-01-30,2
U17299PB2020PTC050704,MANJAY YARN AND KNITWEAR PRIVATE LIMITED,Punjab,2020-01-30,2
U51909PB2020PTC050707,DAKSH AGROTECH PRIVATE LIMITED,Punjab,2020-01-30,2
U74999PB2020PTC050706,NTECNOVIC SOLUTIONS PRIVATE LIMITED,Punjab,2020-01-30,2
U74999PB2020PTC050708,SIDDHIVINAYAK BUSINESS SOLUTIONS PRIVATELIMITED,Punjab,2020-01-30,2
U64202PB2020PTC050703,ESTO MEDIA PRIVATE LIMITED,Punjab,2020-01-30,2
U24200PB2020PTC050698,POSITROSCINT PRIVATE LIMITED,Punjab,2020-01-29,3
U24230PB2020PTC050699,MCGILL LIFESCIENCES PRIVATE LIMITED,Punjab,2020-01-29,3
U24246PB2020PTC050681,FAMINE HERBAL CARE PRIVATE LIMITED,Punjab,2020-01-29,3
U70101PB2020PTC050691,FINVASIA ESTATES PRIVATE LIMITED,Punjab,2020-01-29,3
