corporate_identification_number,company_name,registered_state,date,rank
U51909MH2020PTC336963,PROCFORCE BUSINESS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U74999PN2020PTC189571,RAB RIDE PRIVATE LIMITED,Maharashtra,2020-01-31,2
U51909MH2020PTC336977,TOIING INTERNATIONAL PRIVATE LIMITED,Maharashtra,2020-01-31,2
U74999PN2020PTC189572,FINTACTIC ADVISORS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U51909MH2020PTC337005,ALTFREEN ENTERPRISES PRIVATE LIMITED,Maharashtra,2020-01-31,2
U74999PN2020PTC189573,PROLEADCYCLE MARKETING PRIVATE LIMITED,Maharashtra,2020-01-31,2
U51909PN2020PTC189553,HUDA FOODS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U65100MH2020PLN336993,SHREEISHWARBHARTI MULTIPLE URBAN NIDHILIMITED,Maharashtra,2020-01-31,2
U01100MH2020PTC336997,ADIKALA VENTURES PRIVATE LIMITED,Maharashtra,2020-01-31,2
U65929PN2020PTC189562,ARYS CONSULTANCY INDIA PRIVATE LIMITED,Maharashtra,2020-01-31,2
U01100MH2020PTC337002,REALFARM ORGANIC FRESH FARMER PRODUCERCOMPANY LIMITED,Maharashtra,2020-01-31,2
U65990MH2020FTC336994,EURODIVISAS INDIA FOREIGN CURRENCYSERVICES PRIVATE LIMITED,Maharashtra,2020-01-31,2
U24110MH2020PTC336941,POLYMERLINK INDIA PRIVATE LIMITED,Maharashtra,2020-01-31,2
U65990MH2020PLN337001,SMMORT NIDHI LIMITED,Maharashtra,2020-01-31,2
U24110MH2020PTC336964,NIKHARVA CHEMICALS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U45309MH2020PTC336960,HAM ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-31,2
U24290MH2020PTC336949,MOLECULAR SYNTHESIS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U45309MH2020PTC337021,VARADRAJ CONTRACTORS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U27205MH2020PTC336973,MIREN EXPORTS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U45309MH2020PTC337026,FIRST INDIA PERSIA ENGINEERING ANDCONTRACTING PRIVATE LIMITED,Maharashtra,2020-01-31,2
U28110MH2020PTC336972,CREED INDIA PROCESSORS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U45309PN2020PTC189556,GREENCAST WALLING SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-31,2
U70109MH2020PLC337007,REALSTONE INFRA LIMITED,Maharashtra,2020-01-31,2
U72502PN2020PTC189563,VRIHA INFOTECH PRIVATE LIMITED,Maharashtra,2020-01-31,2
U70109MH2020PTC336992,ROOMEEGO TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-31,2
U45500MH2020PTC336978,MUSALE DEVELOPERS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U70109MH2020PTC337010,ALL ABODE LIVING PRIVATE LIMITED,Maharashtra,2020-01-31,2
U50100MH2020PTC336970,BIKE24 TWO WHEELERS PRIVATE LIMITED,Maharashtra,2020-01-31,2
U29299MH2020PTC337018,GV TECHNO PLAST PRIVATE LIMITED,Maharashtra,2020-01-31,2
U29309MH2020PTC336969,AAD TECH ENVIRON PRIVATE LIMITED,Maharashtra,2020-01-31,2
U29309PN2020PTC189554,AIRQON ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-31,2
U74200MH2020PTC336996,SOLITUDE ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-31,2
U01400MH2020PTC336936,PALWAN AGRO PRODUCER COMPANY LIMITED,Maharashtra,2020-01-31,2
U01400MH2020PTC336974,INDICANN AGRO CONSULTANCY PRIVATELIMITED,Maharashtra,2020-01-31,2
U01409MH2020PTC336982,PANCHKRUSHI FARMER PRODUCER COMPANYLIMITED,Maharashtra,2020-01-31,2
U05010MH2020PTC336985,FRESH TRADITIONAL FISH PRIVATE LIMITED,Maharashtra,2020-01-31,2
U24304MH2020OPC336948,AARANYA HERBALS (OPC) PRIVATE LIMITED,Maharashtra,2020-01-31,2
U25209MH2020PTC336976,SGD POLYPLAST PRIVATE LIMITED,Maharashtra,2020-01-31,2
U51900MH2020PTC336896,ZUNDHI INTERNATIONAL PRIVATE LIMITED,Maharashtra,2020-01-30,3
U01100MH2020PTC336905,NAVINYA MAHILA FARMER PRODUCER COMPANYLIMITED,Maharashtra,2020-01-30,3
U51900PN2020PTC189524,GBK INTERNATIONAL TRADES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U01100MH2020PTC336914,AGK AGRO FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-30,3
U93090MH2020PTC336885,DARSHVI FACILITY MANAGEMENT SERVICESPRIVATE LIMITED,Maharashtra,2020-01-30,3
U01100PN2020PTC189510,OXIGRACE CREATIONS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U93090PN2020PTC189549,FORTUNEPAL PRIVATE LIMITED,Maharashtra,2020-01-30,3
U01100PN2020PTC189518,PANDAVGIRI AGRO PRODUCER COMPANY LIMITED,Maharashtra,2020-01-30,3
U15134PN2020PTC189539,HESTY VENTURES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U01111PN2020PTC189527,MAKHALE FARMER PRODUCER COMPANY LIMITED,Maharashtra,2020-01-30,3
U15203MH2020PTC336918,KASHYAPI VENTURES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U24110MH2020PTC336904,NUTRIHUB INDIA PRIVATE LIMITED,Maharashtra,2020-01-30,3
U15400MH2020OPC336925,CASSIOPEIA SERVICES (OPC) PRIVATELIMITED,Maharashtra,2020-01-30,3
U24110PN2020PTC189551,RAJVEE AGRO POWER PRIVATE LIMITED,Maharashtra,2020-01-30,3
U15400MH2020PTC336934,KARAK ENTERPRISES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U24239PN2020PTC189544,PRISUM HEALTH CARE PRIVATE LIMITED,Maharashtra,2020-01-30,3
U15490MH2020PTC336863,MINKSHA INNOVATION PRIVATE LIMITED,Maharashtra,2020-01-30,3
U70200MH2020PTC336901,GAJVAKRA REALTY PRIVATE LIMITED,Maharashtra,2020-01-30,3
U15490MH2020PTC336882,BROWNWALL FOOD PRODUCTS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U27205MH2020PTC336895,SAIGOLD CAPITAL SERVICES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U55209MH2020PTC336893,MAPLE WOODS HOSPITALITY PRIVATE LIMITED,Maharashtra,2020-01-30,3
U29220PN2020PTC189516,SPEED STRUT METAL PRODUCT PRIVATELIMITED,Maharashtra,2020-01-30,3
U55209PN2020PTC189507,RSS DELICIOUS FOODS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U70109MH2020PTC336881,INTELLIVEST REAL ESTATE PRIVATE LIMITED,Maharashtra,2020-01-30,3
U55209PN2020PTC189543,STEVEDORE VENTURES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U70109MH2020PTC336898,VANDAN INFRA PROJECTS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U60200MH2020PTC336921,RAJESH CARGO EXPRESS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U29308MH2020PTC336874,IMPLOCLAD TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U60300PN2020PTC189511,MVIEW-SQUARE TECHNOLOGIES PRIVATELIMITED,Maharashtra,2020-01-30,3
U29309MH2020PTC336880,AVANCE LIGHTING INDUSTRIES PRIVATELIMITED,Maharashtra,2020-01-30,3
U63030MH2020PTC336862,SEABLESSINGS SHIPPING AGENCY PRIVATELIMITED,Maharashtra,2020-01-30,3
U29309PN2020PTC189530,MACHWELD TRANSMISSIONS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U63030MH2020PTC336909,SHAHIDA AIR PRIVATE LIMITED,Maharashtra,2020-01-30,3
U31909MH2020PTC336929,SHARVARI ELECTRICALS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U63030MH2020PTC336913,ISAMBE INDUSTRIAL AND LOGISTICS PARKSPRIVATE LIMITED,Maharashtra,2020-01-30,3
U74210PN2020PTC189520,BORELIABLE PROJECTS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U63030PN2020PTC189552,GHOOMAO INDIA PRIVATE LIMITED,Maharashtra,2020-01-30,3
U01409MH2020PTC336923,SPHEREGREEN PRIVATE LIMITED,Maharashtra,2020-01-30,3
U63031MH2020PTC336873,RIDE CAR ZONE PRIVATE LIMITED,Maharashtra,2020-01-30,3
U01500MH2020PTC336915,KONEWADI FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-30,3
U85300MH2020NPL336924,AIFE WELFARE ASSOCIATION,Maharashtra,2020-01-30,3
U24299PN2020PTC189522,SPRENZA HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-30,3
U85300MH2020NPL336928,ART BY HEART FOUNDATION,Maharashtra,2020-01-30,3
U74999MH2020OPC336864,CARTOONLY STUDIOS (OPC) PRIVATE LIMITED,Maharashtra,2020-01-30,3
U85300PN2020NPL189505,SADGURU ENTERTAINMENT FOUNDATION,Maharashtra,2020-01-30,3
U74999MH2020PLC336907,WEB18 DIGITAL SERVICES LIMITED,Maharashtra,2020-01-30,3
U85300PN2020NPL189509,JAIHIND WELDCRAFT FORUM,Maharashtra,2020-01-30,3
U74999MH2020PLC336917,MEDIA18 DISTRIBUTION SERVICES LIMITED,Maharashtra,2020-01-30,3
U85300PN2020NPL189519,SARASWATIDEVI RAMCHANDRA MITTALFOUNDATION,Maharashtra,2020-01-30,3
U74999MH2020PTC336865,REMBAL AGRO AND FOODS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U90009MH2020PTC336902,UNDERGROUND TRENCHLESS ENGINEERINGPRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336866,NISOKAYO PRIVATE LIMITED,Maharashtra,2020-01-30,3
U92419MH2020PTC336868,DUBARIA CLUB PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336872,FINCURA RESOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U92490MH2020PTC336871,ALL ROUNDER FANTASY SPORTS INDIA PRIVATELIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336875,BIJLEE BRIGADE PRIVATE LIMITED,Maharashtra,2020-01-30,3
U92490MH2020PTC336920,GHOST PARTICLE SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336879,KIRK PACKAGING SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U52609MH2020PTC336892,APLA VYAPAR PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336883,CUSERVE TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U52609MH2020PTC336908,MANAV MANTRA INDIA PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336884,ACADEMY OF BEHAVIOR CHANGE PRIVATELIMITED,Maharashtra,2020-01-30,3
U80100PN2020PTC189515,SPACETIME ACADEMY PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336888,KARAT CONSULTING PRIVATE LIMITED,Maharashtra,2020-01-30,3
U80301PN2020OPC189514,SIDHAN EDUHUB (OPC) PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336889,MANOKALP TRADING AND SERVICES PRIVATELIMITED,Maharashtra,2020-01-30,3
U80900MH2020PTC336900,IX ACADEMY PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336890,APNI DHUN PRIVATE LIMITED,Maharashtra,2020-01-30,3
U80902PN2020PTC189534,SAMATA EDUCATIONAL SUPPORT NETWORKINGPRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336891,YASHOGANGA RETAILERS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U80904MH2020PTC336877,TEACH-RICH EDUCATION PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336894,EASEERA CONSULTING PRIVATE LIMITED,Maharashtra,2020-01-30,3
U85110MH2020PTC336922,COZMAA HEALTH AND BEAUTY PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336903,7INK BREWS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U34100MH2020PTC336931,CHITRAKSH E-VEHICLES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336911,RAJSHREE OILS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U40100PN2020PTC189508,DABHOLKAR RENEWABLE ENERGY SOLUTIONS &SERVICES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336916,POSH WASHING CENTRE PRIVATE LIMITED,Maharashtra,2020-01-30,3
U40106PN2020PTC189517,YUGANDHARA SOLAR ENERGY PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336919,NEXSCIO DIGITECH PRIVATE LIMITED,Maharashtra,2020-01-30,3
U15549PN2020PTC189538,SOJWAL INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336930,ATROADS TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U51909MH2020PTC336897,N.Z. EXPORT AND IMPORT PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999MH2020PTC336933,PRANITA INFRA & FINANCE CONSULTANTSPRIVATE LIMITED,Maharashtra,2020-01-30,3
U51909MH2020PTC336932,ATR TRADE RESOURCES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U65999PN2020PLN189535,SIDDHI URBAN PUNE NIDHI LIMITED,Maharashtra,2020-01-30,3
U51909PN2020PTC189531,PBMART PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900MH2020FTC336869,TRANSFORMATION GLOBAL SERVICES INDIAPRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900MH2020PLC336906,DIGITAL18 MEDIA LIMITED,Maharashtra,2020-01-30,3
U72900MH2020PTC336861,KNOWLEDGEI PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900MH2020PTC336912,MILIARD TECH SOLUTION PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189503,MANIT INFOTECH PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189504,NOWHERE INFOTECH PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189506,IATOCS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189512,REVERED TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189513,CYBERTEL INFOTECH PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189528,TECHVMC PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189536,GIANT GAMING PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189537,ANTARGYAN PRIVATE LIMITED,Maharashtra,2020-01-30,3
U72900PN2020PTC189542,TRENCHCODER TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U73100PN2020PTC189532,AVIKARNA SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U45201MH2020PTC336867,TNP CONSTRUCTION PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74140PN2020PTC189546,DAV CONSULTANCY AND SERVICES PRIVATELIMITED,Maharashtra,2020-01-30,3
U19200PN2020PTC189523,FASTWALK FOOTWEAR INDIA PRIVATE LIMITED,Maharashtra,2020-01-30,3
U23209MH2020PTC336870,DHARANE BIO FUEL PRIVATE LIMITED,Maharashtra,2020-01-30,3
U23209PN2020OPC189540,EESHAN PETROCHEM INDIA (OPC) PRIVATELIMITED,Maharashtra,2020-01-30,3
U24100MH2020PTC336926,FERRON LIFECARE PRIVATE LIMITED,Maharashtra,2020-01-30,3
U52100PN2020PTC189525,ATSPIRE AIR CONDITIONING PRIVATE LIMITED,Maharashtra,2020-01-30,3
U52190MH2020PTC336878,LONG LIFE CARE PRIVATE LIMITED,Maharashtra,2020-01-30,3
U52335MH2020PTC336887,TECHNOVIQ TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999PN2020PTC189529,HEADTLER PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999PN2020PTC189533,GANESHMFG PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74999PN2020PTC189541,WAIZ TELECALLING SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-30,3
U74999PN2020PTC189548,UNIJOB SOLUTION & TRAINING PRIVATELIMITED,Maharashtra,2020-01-30,3
U74999PN2020PTC189550,SVS WASTEMANAGEMENT PRIVATE LIMITED,Maharashtra,2020-01-30,3
U65990PN2020PLN189521,SAIBHAKTI URBAN NIDHI LIMITED,Maharashtra,2020-01-30,3
U45309MH2020PTC336876,NPJ INFRA PRIVATE LIMITED,Maharashtra,2020-01-30,3
U45309MH2020PTC336886,JOHAR ELECTRICALS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U45401PN2020PTC189547,AMBITION CREATORS PRIVATE LIMITED,Maharashtra,2020-01-30,3
U45500MH2020PTC336910,DATASCAPE REALTY PRIVATE LIMITED,Maharashtra,2020-01-30,3
U50100MH2020PTC336927,AADHYA AUTO IMPEX PRIVATE LIMITED,Maharashtra,2020-01-30,3
U51103MH2020PTC336899,INNOVA INFRAVENTURES PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74920PN2020PTC189526,URCALL PRIVATE LIMITED,Maharashtra,2020-01-30,3
U74993PN2020PTC189545,KAMEL FUTURE FACILITY INDIA PRIVATELIMITED,Maharashtra,2020-01-30,3
U45200MH2020PTC336821,ONNJET TECHSOLUTION PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020FTC336859,GROWTHLYTICS ENERGY CONSULTING (INDIA)PRIVATE LIMITED,Maharashtra,2020-01-29,4
U45200PN2020PLC189475,2000WATT SMART PMR LIMITED,Maharashtra,2020-01-29,4
U74999MH2020OPC336794,MUMMY'S KITCHEN AND CATTERING SERVICES(OPC) PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72200MH2020OPC336815,GSTACK TECHNOLOGIES (OPC) PRIVATELIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336778,QUICKSELL DIGITAL SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-29,4
U93090MH2020PTC336776,ASHRAJ HOMES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336786,IVATLE TRAVELCO PRIVATE LIMITED,Maharashtra,2020-01-29,4
U93090MH2020PTC336787,MANGALVIJEYATA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336788,PASSION PLAY TECHNOLOGIES PRIVATELIMITED,Maharashtra,2020-01-29,4
U93090MH2020PTC336844,WHITESPACE CONSULTANCY PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336790,OCEANCUBE SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U93090PN2020PTC189491,FOTEEN DAILY DELIVERIES AND SERVICESPRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336798,ARDEN EGGS AND PACKS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U14299MH2020PTC336857,BALAJI STONE TECH AGGREGATES PRIVATELIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336801,UPLINK NETCONNECT PRIVATE LIMITED,Maharashtra,2020-01-29,4
U55209MH2020OPC336850,PLAYATHON ZONE (OPC) PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336808,SPMM HOSPITALITY SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-29,4
U55209PN2020PTC189468,K52 HOSTEL SERVICES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336810,VITOLA CORPORATE SERVICES PRIVATELIMITED,Maharashtra,2020-01-29,4
U55209PN2020PTC189490,ICHAGE HOSPITALITY PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336813,THINK ANALYTICS CONSULTANCY SERVICESPRIVATE LIMITED,Maharashtra,2020-01-29,4
U60230MH2020PTC336785,JMT LOGISTICS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336818,VMF FAMILY PRIVATE LIMITED,Maharashtra,2020-01-29,4
U63030MH2020PTC336854,SEA SHIPPING OFFSHORE ENGINEERINGPRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336827,KABOOM MULTI TRADE PRIVATE LIMITED,Maharashtra,2020-01-29,4
U63033PN2020PTC189469,SAFURA TOURS AND TRAVELS INDIA PRIVATELIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336834,ARUNAI SUPER MARKET PRIVATE LIMITED,Maharashtra,2020-01-29,4
U63090PN2020PTC189486,MADRAS CARGO MOVERS OF INDIA PRIVATELIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336838,EQUILIBRIUM BUSINESS CONSULTANTS PRIVATELIMITED,Maharashtra,2020-01-29,4
U85200MH2020NPL336773,EKTA RESEARCH AND DEVELOPMENT FOUNDATION,Maharashtra,2020-01-29,4
U74999MH2020PTC336843,HATCHWORK TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U85200MH2020NPL336805,AMBA SHANTI FOUNDATION,Maharashtra,2020-01-29,4
U74999MH2020PTC336849,TIRTHAMRUT WELLNESS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U85200PN2020PTC189489,CHHAYANK HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999MH2020PTC336855,BRING WORLD PRIVATE LIMITED,Maharashtra,2020-01-29,4
U85300MH2020NPL336823,MANSOOR SARDAR MEMORIAL HOSPITALFOUNDATION,Maharashtra,2020-01-29,4
U74999MH2020PTC336858,TECHNOVO DISTRIBUTION PRIVATE LIMITED,Maharashtra,2020-01-29,4
U85300MH2020NPL336840,MANAV KALYAN BAHUUDDESHIYA FOUNDATION,Maharashtra,2020-01-29,4
U65992MH2020PTC336797,SKYNET CHIT FUND PRIVATE LIMITED,Maharashtra,2020-01-29,4
U85300PN2020NPL189479,UJWALA MEMORIAL FOUNDATION,Maharashtra,2020-01-29,4
U65999PN2020PTC189500,PRACHAY FINANCE PRIVATE LIMITED,Maharashtra,2020-01-29,4
U92100MH2020PTC336836,AKSHARA KAMATH PRODUCTIONS PRIVATELIMITED,Maharashtra,2020-01-29,4
U67100MH2020PTC336825,DHOOT HOLDINGS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U92412PN2020PTC189498,SIMPLE STEPS FITNESS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900MH2020FTC336828,MUFG ENTERPRISE SOLUTIONS INDIA PRIVATELIMITED,Maharashtra,2020-01-29,4
U93000MH2020FTC336774,INSTITUTE OF MANAGEMENT ACCOUNTANTSINDIA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900MH2020OPC336852,FWORLD TECH SERVICES INDIA (OPC) PRIVATELIMITED,Maharashtra,2020-01-29,4
U52609MH2020FTC336856,TRUSTCHEM PIGMENTS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900MH2020PTC336789,CLINK COMMUNICATIONS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U80902MH2020PTC336772,SKS LEARNING PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900MH2020PTC336791,LESTER ESERVICES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U80902MH2020PTC336777,SETMYCOACH SERVICES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900MH2020PTC336795,GHOSH TECHNOLOGY PRIVATE LIMITED,Maharashtra,2020-01-29,4
U80903PN2020PTC189502,URO ACADEMY PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900MH2020PTC336799,TEAM2E CONSULTANCY PRIVATE LIMITED,Maharashtra,2020-01-29,4
U80904MH2020NPL336820,HABIB INDIA FOUNDATION,Maharashtra,2020-01-29,4
U72900MH2020PTC336804,VIONSYS IT SOLUTIONS INDIA PRIVATELIMITED,Maharashtra,2020-01-29,4
U85110MH2020PTC336853,SALVEO THERAPEUTICS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900MH2020PTC336814,ELEXIFAB SYSTEM INDIA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U35999PN2020PTC189494,AERONICA ADVANCE TECHNOLOGIES PRIVATELIMITED,Maharashtra,2020-01-29,4
U72900MH2020PTC336835,BEAMINNOVATE PRIVATE LIMITED,Maharashtra,2020-01-29,4
U36104MH2020PTC336841,DSTAVAN PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900MH2020PTC336848,SPHURTI WEBAPP PRIVATE LIMITED,Maharashtra,2020-01-29,4
U36999MH2020PTC336812,SUNTECH DOORS AND PANELS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900PN2020PTC189473,DEVIAHC TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74900MH2020PTC336775,WATERHYMN AQUATICS INDIA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900PN2020PTC189478,INFYSOFT PRIVATE LIMITED,Maharashtra,2020-01-29,4
U15549MH2020PTC336779,INBORN NUTRITION PRIVATE LIMITED,Maharashtra,2020-01-29,4
U72900PN2020PTC189497,WDSOLUTIONS TECH PRIVATE LIMITED,Maharashtra,2020-01-29,4
U15549MH2020PTC336809,BM VENTURES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U45201MH2020PTC336783,STARTUP CONSTRUCTIONS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U17299MH2020PTC336796,YUVEER FURNISHINGS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U45203MH2020PTC336793,DADIS CONSULTANCY AND SERVICES PRIVATELIMITED,Maharashtra,2020-01-29,4
U17300MH2020PTC336845,RASBERRY TEXTILES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U45204MH2020FTC336846,DAEWOOST INDIA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U51909MH2020PTC336782,ALENCARE PHARMA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U18109MH2020OPC336847,HEARSAY CLOTHING (OPC) PRIVATE LIMITED,Maharashtra,2020-01-29,4
U51909MH2020PTC336784,ENGARY STEEL MANUFACTURING PRIVATELIMITED,Maharashtra,2020-01-29,4
U24100MH2020PTC336803,AIMCO KR AGRO PRIVATE LIMITED,Maharashtra,2020-01-29,4
U51909MH2020PTC336802,TREAT TRADING PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999PN2020OPC189493,EKLAIVAN SERVICES (OPC) PRIVATE LIMITED,Maharashtra,2020-01-29,4
U51909MH2020PTC336807,BLOSSOM GALAXY ELECTRONICS PRIVATELIMITED,Maharashtra,2020-01-29,4
U74999PN2020PTC189467,COPIOUS HEALTHCARE INDIA PRIVATE LIMITED,Maharashtra,2020-01-29,4
U51909MH2020PTC336822,LOCALETAIL ECOMMERCE SERVICES PRIVATELIMITED,Maharashtra,2020-01-29,4
U74999PN2020PTC189470,ANANTAVI ENTERPRISES PRIVATE LIMITED,Maharashtra,2020-01-29,4
U51909MH2020PTC336839,PROVIDENT EXPORTS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999PN2020PTC189471,NINE SHIFTERZ AND SERVICES PRIVATELIMITED,Maharashtra,2020-01-29,4
U51909PN2020PTC189485,PANKAJ DISTRIBUTORS PRIVATE LIMITED,Maharashtra,2020-01-29,4
U74999PN2020PTC189482,STEAMATIC CONTROLS PRIVATE LIMITED,Maharashtra,2020-01-29,4
